station,name,num_readings,avg_temp_f,max_temp_f,min_temp_f,total_prcp_in
15345099999,"MORARESTI, RO",236,53.96,83.7,19.0,28.15
06464099999,"RETIE, BE",236,53.96,82.2,29.9,13.23
03346599999,"NEWQUAY CORNWALL, UK",236,53.96,72.1,36.5,0.0
11292099999,"LASSNITZHOEHE, AU",234,53.95,80.4,25.2,0.0
03853099999,"YEOVILTON, UK",236,53.93,74.8,28.7,0.28
06479099999,"KLEINE BROGEL, BE",236,53.92,87.4,29.1,0.22
03866099999,"WIGHT ST. CATHERINES POINT, UK",236,53.92,70.7,37.4,10.09
06240099999,"SCHIPHOL, NL",236,53.92,83.1,29.4,13.81
16344599999,"SCURO MOUNTAIN, IT",149,53.91,79.7,21.4,0.0
03776099999,"LONDON GATWICK, GB",236,53.91,77.7,28.5,0.0
12122099999,"WICKO MORSKIE, PL",6,53.9,62.1,45.9,0.0
06650099999,"LUZERN, CH",232,53.89,77.8,27.7,33.23
06377099999,"ELL AWS, NL",236,53.89,81.1,29.4,13.84
06344099999,"ROTTERDAM, NL",236,53.89,82.9,28.8,12.53
06458099999,"BEAUVECHAIN, BE",236,53.86,88.6,28.3,0.12
03649099999,"BRIZE NORTON, UK",236,53.85,77.9,25.5,0.12
03644099999,"FAIRFORD, UK",234,53.84,77.0,26.5,6.93
15150099999,"GEORGE ENESCU BACAU INTERNATIONAL, RO",236,53.84,81.3,20.9,18.11
16614099999,"ARISTOTELIS, GR",185,53.82,89.6,29.8,7.12
03962099999,"SHANNON, EI",236,53.82,73.4,28.6,23.35
06323099999,"WILHELMINADORP AWS, NL",236,53.81,80.8,31.3,11.24
14014099999,"LJUBLJANA, SI",236,53.8,79.8,25.1,30.36
16119099999,"GIOVI PASS, IT",122,53.8,70.8,33.2,0.0
15020099999,"BOTOSANI, RO",236,53.8,82.7,18.4,15.81
16344099999,"MONTE SCURO, IT",149,53.8,79.6,22.0,13.69
15095099999,"BOROD, RO",236,53.8,79.8,21.4,11.94
15209099999,"BLAJ, RO",236,53.8,80.0,19.4,12.9
03716099999,"ST ATHAN, UK",234,53.78,74.9,33.6,15.23
06375099999,"VOLKEL, NL",235,53.78,82.8,28.4,12.09
03214599999,"WARTON, UK",163,53.77,75.5,27.3,0.0
07317599999,"ALBERT BRAY, FR",236,53.77,81.8,29.5,0.0
08546099999,"PORTO SERRA DO PILAR, PO",95,53.77,70.0,42.3,17.26
03749099999,"MIDDLE WALLOP, UK",236,53.77,75.3,30.6,13.17
06609999999,"DUBENDORF, CH",236,53.76,79.1,25.4,0.0
06806599999,"BUOCHS AIRPORT STANS, CH",236,53.76,77.1,28.2,0.0
11085099999,"ZWERNDORF MARCHEGG, AU",232,53.75,78.7,24.5,10.72
03857099999,"ISLE OF PORTLAND, UK",236,53.74,68.6,38.6,10.52
15044099999,"SUPURU DE JOS, RO",236,53.73,79.5,19.7,12.96
11331099999,"KLAGENFURT FLUGHAFEFN, AU",232,53.73,82.3,22.9,16.95
06449099999,"BRUSSELS SOUTH, BE",236,53.72,85.1,27.7,17.11
06350099999,"GILZE RIJEN, NL",236,53.72,84.3,28.7,12.01
06646099999,"BEZNAU, CH",232,53.72,80.0,26.1,21.82
06674099999,"CHAM, CH",232,53.71,78.9,25.7,28.79
15143099999,"TURDA, RO",236,53.7,81.6,17.5,13.93
10000199999,"NIEDERRHEIN, GM",236,53.69,80.8,29.5,0.0
06340099999,"WOENSDRECHT, NL",236,53.69,83.7,28.6,10.75
10708099999,"SAARBRUCKEN, GM",236,53.68,82.3,26.7,0.0
10738099999,"STUTTGART, GM",236,53.67,80.7,25.3,0.0
03862099999,"BOURNEMOUTH, UK",236,53.67,73.8,28.4,13.62
11070099999,"KREMS, AU",236,53.66,81.1,25.5,2.52
07003099999,"LE TOUQUET PARIS PLAGE LE TOUQUET ELIZABETH II, FR",236,53.66,75.6,29.2,2.73
06432099999,"SHAPE AIRFIELD AT CHIEVRES AB, BE",235,53.66,88.0,28.9,0.04
12892099999,"NYIREGYHAZA, HU",234,53.65,80.6,22.9,0.0
15204099999,"VARADIA DE MURES, RO",236,53.64,79.7,22.7,12.25
03808099999,"CAMBORNE, UK",236,53.63,72.1,37.0,20.71
11867099999,"PRIEVIDZA, LO",236,53.62,79.8,24.3,15.69
14010099999,"LESCE, SI",236,53.6,80.2,24.9,29.48
07031099999,"ST GATIEN DEAUVILLE NORMANDIE, FR",236,53.6,79.1,30.0,3.72
06618099999,"MATHOD, CH",232,53.59,78.5,26.9,19.77
15165099999,"TARNAVENI, RO",236,53.58,80.2,21.0,13.46
06673099999,"WAEDENSWIL, CH",232,53.58,78.0,26.6,33.62
06472099999,"HUMAIN, BE",217,53.57,80.9,28.0,18.34
03951099999,"SHERKIN ISLAND, EI",236,53.57,66.4,34.7,7.35
03809099999,"CULDROSE, UK",236,53.56,70.5,34.4,0.2
03768099999,"FARNBOROUGH, UK",236,53.56,78.3,25.9,0.0
15364099999,"BOZOVICI, RO",236,53.55,80.6,21.5,10.18
15123099999,"SARMASU, RO",236,53.55,80.3,20.7,13.43
11227099999,"FELDKIRCHEN, AU",236,53.54,79.6,23.6,4.67
06641099999,"MOEHLIN, CH",236,53.54,78.9,26.9,23.37
11022099999,"RETZ, AU",236,53.54,83.0,24.8,10.95
11927499999,"PIESTANY, LO",236,53.53,79.6,23.6,0.0
12312099999,"BABIMOST, PL",236,53.53,82.9,15.8,0.0
07037099999,"ROUEN VALLEE DE SEINE, FR",236,53.53,79.6,29.9,2.68
11032099999,"POYSDORF, AU",236,53.53,78.7,25.3,1.62
11801099999,"MALACKY, LO",235,53.53,82.4,23.6,15.74
06626099999,"GOESGEN, CH",232,53.52,79.3,25.8,25.11
06633099999,"BUCHS AARAU, CH",232,53.52,80.3,25.3,26.98
10416099999,"DORTMUND, GM",236,53.52,81.5,26.2,0.0
11819099999,"JASLOVSKE BOHUNICE, LO",234,53.52,79.5,26.5,13.99
03715099999,"CARDIFF, UK",236,53.51,75.9,33.3,0.0
03604099999,"MILFORD HAVEN CONSERVANCY BOARD, UK",236,53.5,73.4,35.7,19.95
11120099999,"INNSBRUCK, AU",236,53.47,76.9,24.0,21.83
03605099999,"PEMBRY SANDS, UK",236,53.45,72.7,32.7,17.92
11826099999,"PIESTANY, LO",236,53.45,79.6,23.1,12.75
15113099999,"NEGRESTI, RO",236,53.45,82.5,18.7,10.73
03114099999,"OBAN, UK",230,53.44,77.5,30.6,0.0
07678099999,"TOULON ILE DU LEVAN, FR",13,53.44,56.6,49.9,0.23
03761099999,"ODIHAM, UK",236,53.43,77.1,27.9,0.08
11927099999,"LUCENEC, LO",236,53.43,80.2,23.8,15.85
06660099999,"ZUERICH FLUNTERN, CH",236,53.43,79.1,25.3,31.1
06666099999,"LEIBSTADT, CH",232,53.43,80.2,25.9,23.99
03882099999,"HERSTMONCEUX WEST END, UK",236,53.42,74.5,31.0,0.76
11121099999,"INNSBRUCK FLUGHAFEN, AU",236,53.42,76.8,23.9,1.53
03766399999,"BIGGIN HILL, UK",236,53.41,78.9,29.0,0.0
11325099999,"JENBACH, AU",232,53.41,76.9,24.0,24.79
03316099999,"CROSBY, UK",236,53.41,74.6,29.4,0.43
06681199999,"ST GALLEN ALTENRHEIN, CH",236,53.41,78.0,26.1,0.0
03529099999,"PERSHORE, UK",236,53.4,76.3,24.4,9.89
03534099999,"BIRMINGHAM, UK",236,53.4,77.2,26.5,0.0
06670099999,"ZURICH, CH",236,53.4,79.8,25.1,23.97
11075099999,"LANGENOIS AUT, AU",236,53.39,79.0,25.2,2.99
11389099999,"ST POELTEN LANDHAUS, AU",236,53.38,79.8,27.0,0.87
08005099999,"EL FERROL, SP",44,53.37,60.7,42.5,12.16
11302099999,"DORNBIRN, AU",232,53.37,77.8,25.4,36.45
06260099999,"DE BILT, NL",236,53.36,81.0,29.5,12.32
03797035047,"MANSTON, ENG UK",236,53.36,78.1,30.3,0.79
11229099999,"ST. ANDRAE I.L., AU",232,53.35,80.0,22.7,13.38
06348099999,"CABAUW TOWER, NL",236,53.35,81.5,29.9,11.57
13598099999,"BEROVO, MK",233,53.35,83.2,21.2,13.56
06320099999,"LE GOEREE, NL",236,53.35,75.7,33.0,0.0
06407099999,"OOSTENDE, BE",236,53.35,76.8,30.5,8.53
03746099999,"BOSCOMBE DOWN, UK",236,53.34,74.8,30.9,0.22
10752099999,"ILLESHEIM AHP, GM",224,53.33,83.2,24.4,9.3
15421599999,"CAMPIA TURZII, RO",235,53.33,81.4,19.0,0.0
11519099999,"PRAHA KARLOV KLEMENTINUM, EZ",234,53.33,83.3,23.7,0.0
03693099999,"SHOEBURYNESS LANDWICK, UK",236,53.33,74.8,30.1,0.1
10334099999,"WUNSTORF, GM",236,53.32,82.9,25.2,0.39
03887399999,"LYDD, UK",236,53.32,71.1,30.2,0.0
11192099999,"KLEINZICKEN, AU",236,53.32,79.0,23.6,2.13
10315099999,"MUNSTER OSNABRUCK, GM",236,53.31,79.6,27.4,0.0
15120099999,"CLUJ NAPOCA AVRAM IANCU, RO",236,53.31,80.0,21.6,15.4
14112099999,"POSTOJNA, SI",236,53.31,77.1,25.5,40.45
03963099999,"MACE HEAD, EI",236,53.29,68.4,33.4,6.8
06400099999,"KOKSIJDE, BE",236,53.28,80.2,30.5,0.01
11978099999,"MILHOSTOV, LO",236,53.28,80.6,22.5,13.65
06647099999,"WUERENLINGEN, CH",236,53.28,79.1,25.7,21.98
06658099999,"ALPNACH, CH",231,53.27,76.3,26.1,0.0
03492099999,"NORWICH, UK",236,53.26,76.2,30.3,0.0
06690099999,"ALTENRHEIN, CH",232,53.26,78.5,25.9,28.69
15206099999,"TEBEA, RO",236,53.26,79.6,21.3,13.08
11027099999,"STOCKERAU, AU",233,53.23,78.4,25.9,10.75
06356099999,"HERWIJNEN AWS, NL",236,53.22,80.5,29.9,13.44
03743099999,"LARKHILL, UK",236,53.22,75.6,29.4,0.19
10614099999,"RAMSTEIN AB, GM",236,53.22,82.1,25.2,12.02
15111099999,"ROMAN, RO",236,53.22,80.4,18.7,14.02
15347099999,"CURTEA DE ARGES, RO",236,53.22,82.6,18.2,30.16
03952099999,"ROCHES POINT, EI",236,53.22,67.9,34.4,19.97
15349099999,"CAMPINA, RO",236,53.19,80.6,16.7,14.2
03139499999,"CAMPBELTOWN, UK",169,53.16,70.8,33.6,0.0
03658099999,"BENSON, UK",236,53.16,77.2,23.2,9.76
11723099999,"TURANY, EZ",236,53.15,80.2,24.3,15.84
06613099999,"FRUTIGEN, CH",236,53.14,77.7,25.9,30.35
06620099999,"SCHAFFHAUSEN, CH",232,53.14,80.6,24.4,24.18
08075099999,"BURGOS, SP",236,53.13,83.4,29.3,16.75
03876099999,"SHOREHAM, UK",236,53.12,72.8,30.8,10.16
06621099999,"GUETTINGEN, CH",236,53.12,78.0,26.8,17.76
06643099999,"WYNAU, CH",236,53.12,78.1,25.3,27.49
03769099999,"CHARLWOOD, UK",236,53.11,76.6,26.7,0.26
03683099999,"LONDON STANSTED, GB",236,53.1,76.8,28.6,0.0
11080099999,"WIEN MARIABRUNN, AU",232,53.1,77.7,25.8,14.27
03302099999,"VALLEY, UK",236,53.09,75.5,33.4,0.35
14021099999,"SLOVENJ GRADEC, SI",236,53.07,80.0,23.8,22.75
03373599999,"HUMBERSIDE, UK",236,53.07,76.2,28.8,0.0
06664099999,"ZUERICH AFFOLTERN, CH",232,53.05,79.6,25.6,25.54
03391099999,"CONINGSBY, UK",236,53.04,76.1,28.9,0.5
15277099999,"BOITA, RO",236,53.03,79.2,20.5,18.88
03418599999,"NOTTINGHAM EAST MIDLANDS, UK",236,53.03,76.6,28.7,0.0
10385099999,"SCHONEFELD BRANDENBURG, DE",236,53.02,83.7,21.3,0.0
07024099999,"MAUPERTUS CHERBOURG MANCHE, FR",236,53.02,74.6,32.1,3.46
06459099999,"ERNAGE, BE",235,52.99,81.9,27.2,18.33
11927199999,"KOSICE, LO",236,52.97,79.9,22.0,0.0
06321099999,"EURO PLATFORM, NL",236,52.97,72.4,34.9,0.0
06636099999,"MUEHLEBERG, CH",232,52.95,78.1,24.3,21.11
15145099999,"VIDRASAU TARGU MURES, RO",236,52.94,79.7,20.0,14.33
11055099999,"SCHAERDING, AU",236,52.94,78.6,25.8,15.86
06269099999,"LELYSTAD, NL",236,52.94,80.7,28.2,13.95
11968099999,"KOSICE, LO",236,52.93,80.2,21.9,22.45
03535099999,"COLESHILL, UK",236,52.92,75.7,26.5,0.29
03924099999,"BELFAST CITY, GB",236,52.92,70.6,29.0,0.0
10763099999,"NURNBERG, GM",236,52.91,83.4,25.2,0.0
06203099999,"P11 B DE RUYTER, NL",236,52.9,70.7,35.1,0.0
06630399999,"BERN BELP, CH",236,52.9,78.1,22.9,0.0
03318099999,"BLACKPOOL, UK",236,52.9,74.3,27.0,15.26
15260099999,"SIBIU, RO",236,52.89,79.9,19.1,13.81
15023099999,"STEFAN CEL MARE SUCEAVA, RO",236,52.88,78.5,19.6,13.25
02450099999,"EGGEGRUND, SW",14,52.87,62.6,34.9,0.0
03560099999,"BEDFORD, UK",236,52.87,75.7,28.8,8.58
06235099999,"DE KOOY, NL",236,52.86,79.8,30.9,10.13
14012099999,"KATARINA, SI",236,52.86,79.5,23.1,42.79
10935099999,"FRIEDRICHSHAFEN, GM",236,52.85,78.9,25.0,0.0
03976099999,"BELMULLET, EI",236,52.85,68.7,34.7,24.6
03740099999,"LYNEHAM, UK",236,52.85,76.0,29.8,11.58
11900099999,"ZIAR NAD HRONOM, LO",236,52.84,79.5,23.2,13.79
06645099999,"RUENENBERG, CH",232,52.83,81.3,24.5,24.45
10469099999,"LEIPZIG HALLE, GM",236,52.82,84.2,22.9,0.0
11350099999,"SALZBURG FREISAAL, AU",232,52.82,78.3,26.6,25.82
03377099999,"WADDINGTON, UK",236,52.81,76.6,30.4,9.36
10607099999,"SPANGDAHLEM AB, GM",236,52.81,81.3,26.7,15.46
11175099999,"BRUCK MUR, AU",235,52.81,78.5,22.1,0.0
06662199999,"GRENCHEN, CH",236,52.8,78.0,25.2,0.0
06257099999,"WIJK AAN ZEE, NL",236,52.79,80.9,28.5,11.33
06635099999,"KOPPIGEN, CH",236,52.79,76.9,25.6,21.01
11051099999,"RANSHOFEN, AU",236,52.79,79.0,24.0,7.73
06602099999,"DELEMONT, CH",236,52.79,77.2,22.9,26.93
06275099999,"DEELEN, NL",236,52.78,83.0,27.9,11.6
03684099999,"ANDREWSFIELD, UK",236,52.77,76.1,29.2,8.39
11012099999,"KREMSMUENSTER, AU",236,52.77,77.5,24.5,0.75
03321099999,"HAWARDEN, UK",236,52.77,74.1,25.9,12.18
15109099999,"PIATRA NEAMT, RO",236,52.76,80.1,18.1,33.33
12225099999,"NADARZYCE, PL",163,52.75,80.9,23.0,0.0
06704099999,"BIERE, CH",228,52.75,80.4,26.5,18.92
03462099999,"WITTERING, UK",236,52.75,75.5,28.0,10.15
03522099999,"HEREFORD CREDENHILL, UK",236,52.74,76.3,26.9,0.42
11150099999,"SALZBURG, AU",236,52.72,79.7,25.3,25.86
10488099999,"DRESDEN, GM",236,52.72,83.8,22.5,0.0
15073099999,"TARGU NEAMT, RO",236,52.69,79.6,17.4,17.4
15000099999,"DARABANI, RO",236,52.69,82.0,18.6,14.85
11130099999,"KUFSTEIN, AU",236,52.68,78.3,23.6,30.23
03590099999,"WATTISHAM, UK",236,52.68,76.0,28.2,9.17
03482099999,"MARHAM, UK",236,52.67,75.6,26.0,0.59
06277099999,"LAUWERSOOG AWS, NL",236,52.67,77.1,28.8,12.74
06242099999,"VLIELAND ISLAND, NL",236,52.67,76.5,30.5,0.0
03724399999,"BRISTOL, UK",236,52.66,77.3,30.7,0.0
11520099999,"PRAHA LIBUS, EZ",236,52.65,82.1,23.8,16.07
06624099999,"HALLAU, CH",236,52.64,80.6,24.7,26.05
06631099999,"BERN ZOLLIKOFEN, CH",232,52.64,78.4,23.8,22.91
10335099999,"BUCKEBURG, GM",236,52.63,82.6,26.0,0.0
15004099999,"SIGHETUL MARMATIEI, RO",236,52.62,78.9,21.3,19.61
03488099999,"WEYBOURNE, UK",231,52.61,75.7,32.8,9.37
10321099999,"DIEPHOLZ, GM",154,52.61,87.5,27.0,0.0
03469099999,"HOLBEACH AUT, UK",236,52.61,75.2,29.5,7.68
06590099999,"LUXEMBOURG, LU",236,52.61,81.6,26.5,0.89
06616099999,"FAHY BONCOURT, CH",232,52.59,81.3,23.6,19.31
06632099999,"GRENCHEN, CH",232,52.59,77.6,25.4,23.54
04052099999,"BASAR, IC",54,52.58,63.7,47.8,0.0
06283099999,"HUPSEL AWS, NL",236,52.58,78.7,27.8,13.06
03544099999,"CHURCH LAWFORD, UK",236,52.58,75.4,25.3,10.47
03781099999,"KENLEY AIRFIELD, UK",226,52.58,78.7,28.6,12.03
03334099999,"MANCHESTER, UK",236,52.56,74.2,22.1,0.0
03354099999,"NOTTINGHAM WATNALL, UK",236,52.55,76.5,29.6,0.31
03680099999,"ROTHAMSTED, UK",236,52.55,76.8,26.7,9.8
06734099999,"INTERLAKEN, CH",232,52.54,77.6,24.9,30.14
11010099999,"LINZ, AU",236,52.53,77.8,23.4,1.33
11232099999,"FEISTRITZ OB BLEIBURG, AU",234,52.53,81.7,21.0,16.98
03141399999,"CLEETON OIL PLATFORM, UK",236,52.52,68.5,38.2,0.0
03961099999,"OAK PARK CARLOW, EI",236,52.51,73.0,26.6,18.01
06657099999,"GISWIL, CH",231,52.51,76.6,22.1,27.8
11380099999,"REICHENAU RAX, AU",235,52.49,76.3,24.2,0.0
06273099999,"MARKNESSE AWS, NL",236,52.48,76.9,28.7,14.72
11204099999,"LIENZ, AU",236,52.46,77.1,18.9,18.63
03379099999,"CRANWELL, UK",236,52.46,75.8,30.1,0.44
06290099999,"TWENTE, NL",236,52.45,79.8,27.6,13.28
10338099999,"HANNOVER, GM",236,52.43,83.2,24.5,0.0
10426099999,"PADERBORN LIPPSTADT, GM",236,52.43,84.0,21.4,0.0
06456099999,"FLORENNES, BE",236,52.43,86.6,26.9,0.28
03673399999,"LONDON LUTON, GB",236,52.42,76.0,28.8,0.0
12575099999,"TARNOW, PL",236,52.42,80.7,20.6,14.69
03414099999,"SHAWBURY, UK",236,52.4,73.7,26.9,0.48
11423299999,"KBELY, EZ",232,52.4,81.1,20.2,0.0
15189099999,"DUMBRAVENI, RO",236,52.4,79.8,19.2,16.76
11272099999,"SPITTAL DRAU, AU",236,52.39,77.7,21.7,5.83
03405099999,"ABERDARON, UK",236,52.38,73.1,37.2,0.56
03796099999,"LANGDON BAY, UK",236,52.38,72.6,30.8,0.0
03313099999,"RHYL NUMBER 2, UK",236,52.38,74.9,30.8,14.99
06455099999,"DOURBES, BE",227,52.38,81.2,26.1,17.36
06391099999,"ARCEN AWS, NL",211,52.38,80.6,29.4,11.79
12310099999,"SLUBICE, PL",236,52.37,82.7,16.6,12.84
10755099999,"ANSBACH AHP KATTERBACH GERMANY, GM",232,52.36,82.5,24.5,12.93
03204099999,"ISLE OF MAN, UK",236,52.36,70.8,35.4,14.71
10343099999,"CELLE, GM",235,52.36,82.6,24.6,0.59
12424099999,"STRACHOWICE, PL",236,52.36,77.0,21.1,12.79
11059099999,"WELS SCHLEISSHEIM, AU",232,52.36,77.4,24.6,18.04
11993099999,"KAMENICA NAD CIROCHOU, LO",236,52.34,77.5,19.6,15.3
15083099999,"DEJ, RO",236,52.34,78.5,21.2,11.27
03503099999,"TRAWSGOED, UK",236,52.33,72.6,28.9,20.68
03956099999,"JOHNSTOWN CASTLE, EI",236,52.33,68.3,31.6,5.72
10476099999,"HOLZDORF, GM",236,52.32,83.4,18.7,0.0
12400099999,"ZIELONA GORA, PL",236,52.32,81.2,23.2,13.71
15124099999,"BATOS, RO",236,52.32,78.3,21.4,22.21
15085099999,"BISTRITA, RO",236,52.31,79.0,20.8,17.05
06685099999,"GLARUS, CH",232,52.31,75.6,22.0,46.52
06278099999,"HEINO AWS, NL",236,52.31,77.5,27.1,13.93
07600099999,"SOCOA, FR",13,52.3,61.6,32.0,1.41
03502099999,"ABERPORTH, UK",236,52.3,74.0,34.8,0.26
06249099999,"BERKHOUT, NL",236,52.29,79.3,28.8,15.98
11567099999,"PRAHA KBELY, EZ",232,52.29,82.7,20.7,11.2
06033099999,"HIRTSHALS, DA",236,52.28,75.4,30.7,0.0
03323399999,"LIVERPOOL, UK",236,52.28,73.7,24.9,0.0
03978099999,"FINNER, EI",236,52.27,72.7,30.6,23.17
11142099999,"ST. JOHANN PONGAU, AU",225,52.25,83.1,16.5,0.0
12530099999,"OPOLE, PL",236,52.23,76.5,21.1,10.67
03351099999,"ROSTHERNE NUMBER 2, UK",236,52.22,72.1,22.9,15.59
10224099999,"BREMEN, GM",236,52.22,79.6,26.9,0.0
03163499999,"DUNDEE, UK",235,52.21,69.5,29.6,0.0
11270099999,"DELLACH IM DRAUTAL, AU",234,52.21,77.9,18.5,0.0
03214099999,"WALNEY ISLAND, UK",236,52.21,73.5,31.3,19.48
11053099999,"RIED IM INNKREIS, AU",232,52.2,78.8,25.2,16.28
03823099999,"CARDINHAM BODMIN, UK",236,52.18,72.0,34.3,25.06
15099099999,"HUEDIN, RO",236,52.18,79.8,21.4,18.17
06267099999,"STAVOREN AWS, NL",236,52.16,78.3,28.4,12.03
03140999999,"WEST SOLE OIL PLATFORM, UK",236,52.16,66.9,37.5,0.0
06648099999,"EGOLZWIL, CH",232,52.15,77.6,24.2,21.98
12695099999,"PRZEMYSL, PL",236,52.15,79.5,19.2,17.06
03967099999,"CASEMENT, EI",236,52.15,72.8,26.1,7.52
06204099999,"K14 FA 1C, NL",233,52.15,69.4,34.6,0.0
12375099999,"OKECIE WARSAW CHOPIN, PL",236,52.13,78.2,18.5,10.65
11698099999,"KUCHAROVICE, EZ",236,52.13,79.5,22.9,14.97
11774099999,"HOLESOV, EZ",236,52.12,80.1,23.4,15.09
03955099999,"CORK, EI",236,52.12,68.1,31.7,3.27
12300099999,"GORZOW WLKP, PL",236,52.12,80.5,20.9,12.33
06679099999,"AADORF TAENIKON, CH",236,52.1,78.2,24.1,27.55
06625099999,"FRIBOURG POSIEUX, CH",232,52.08,77.7,20.0,20.39
11624099999,"CASLAV, EZ",236,52.08,80.3,23.4,10.95
06207099999,"L9 FF 1, NL",231,52.08,72.5,33.5,0.0
03372399999,"BARKSTON HEATH, UK",236,52.07,76.3,28.9,0.0
13593099999,"POZAR PGC, MK",229,52.07,84.3,21.5,9.41
10348099999,"BRAUNSCHWEIG WOLFSBURG, GM",236,52.07,80.3,21.6,0.0
10853099999,"NEUBURG, GM",236,52.05,78.9,25.9,0.0
11357099999,"ST. WOLFGANG, AU",235,52.05,77.0,26.7,0.0
11112099999,"LANDECK, AU",232,52.03,76.2,20.5,17.88
06208099999,"AWG 1, NL",236,52.02,76.3,29.5,0.0
12415099999,"LEGNICA, PL",236,52.02,77.8,18.6,13.89
11152099999,"MATTSEE, AU",236,51.98,77.0,26.1,21.35
10439099999,"FRITZLAR, GM",236,51.97,79.8,23.4,0.22
03966099999,"GURTEEN, EI",236,51.96,72.7,26.1,4.25
10743099999,"NIEDERSTETTEN, GM",236,51.94,81.7,23.1,0.72
10616499999,"MAGDEBURG COCHSTEDT, DE",236,51.94,81.8,20.5,0.0
06614099999,"MEIRINGEN, CH",236,51.94,77.1,19.4,27.31
10745099999,"SCHWABISCH HALL, GM",236,51.93,80.2,22.2,0.0
12435099999,"KALISZ, PL",236,51.92,78.4,19.4,12.24
10619099999,"BAUMHOLDER ARMY AIR FIELD, GM",236,51.91,82.7,24.7,12.55
15094099999,"BARNOVA, RO",236,51.91,80.8,16.7,16.86
06745099999,"ULRICHEN, CH",64,51.9,71.9,8.0,5.86
06644099999,"MOSEN, CH",233,51.9,79.0,24.8,23.02
03907099999,"MAGILLIGAN NUMBER 2, UK",236,51.88,73.8,32.4,18.23
06279099999,"HOOGEVEEN AWS, NL",236,51.87,76.1,27.8,13.0
07749099999,"CAP BEAR, FR",15,51.87,58.5,39.8,0.15
03980099999,"MALIN HEAD, EI",236,51.87,69.0,37.3,5.59
03520099999,"SHOBDON AIRFIELD, UK",236,51.87,75.0,26.2,10.84
11018099999,"AMSTETTEN, AU",236,51.85,76.5,24.8,6.36
11747099999,"PROSTEJOV, EZ",236,51.85,76.9,23.1,12.39
06637099999,"MEIRINGEN, CH",232,51.85,76.8,17.2,30.97
10149099999,"HAMBURG FINKENWERDER, GM",231,51.85,81.1,26.2,0.0
10147099999,"HAMBURG, GM",236,51.83,79.7,25.7,0.0
12540099999,"RACIBORZ, PL",236,51.82,75.0,23.3,14.25
12580099999,"JASIONKA, PL",236,51.81,78.6,18.2,17.27
03384099999,"LECONFIELD AUT, UK",236,51.81,74.8,29.4,0.0
10553699999,"ALTENBURG NOBITZ LEIPZIG ALTENBURG, DE",236,51.81,80.5,21.1,0.0
10304099999,"MEPPEN MIL, GM",235,51.77,78.0,27.3,0.0
03969099999,"DUBLIN, EI",236,51.75,68.9,27.5,16.79
12326099999,"KRZESINY, PL",234,51.75,78.3,15.3,18.75
06251099999,"TERSCHELLING HOORN AWS, NL",236,51.74,77.1,29.8,11.1
11546099999,"C. BUDEJOVICE ROZNOV, EZ",236,51.74,77.6,22.7,15.64
07386599999,"CHALON CHAMPFORGEUIL, FR",152,51.73,77.1,27.4,0.0
06484099999,"BUZENOL, BE",234,51.72,77.2,27.5,20.4
14657099999,"NEUM, BK",39,51.71,59.2,41.3,2.01
11330099999,"MAYRHOFEN, AU",232,51.7,76.1,21.0,24.08
11652099999,"PARDUBICE, EZ",236,51.7,78.7,23.0,11.02
06211099999,"J6 A HELIPAD OIL PLATFORM, NL",236,51.68,68.0,35.4,0.0
14118099999,"KOCEVJE, SI",227,51.68,77.3,19.1,36.29
03140899999,"RAVENSPURN N OIL PLATFORM, UK",236,51.68,68.0,38.2,0.0
03382099999,"LECONFIELD, UK",236,51.67,74.4,29.3,10.69
03392099999,"WAINFLEET AUT, UK",236,51.66,74.6,29.8,1.13
12455099999,"WIELUN, PL",236,51.66,77.3,21.3,12.68
03647099999,"LITTLE RISSINGTON, UK",236,51.64,75.6,27.4,0.13
03301099999,"MONA, UK",236,51.62,72.1,30.7,17.79
12566099999,"BALICE, PL",236,51.61,78.2,21.8,14.33
06201099999,"D15 FA 1 HELIPAD OIL PLATFORM, NL",236,51.6,67.5,35.6,0.0
11509099999,"DOKSANY, EZ",236,51.59,79.0,16.9,8.22
03840099999,"DUNKESWELL AERODROME, UK",235,51.59,72.9,30.9,17.77
15235099999,"FAGARAS, RO",236,51.59,77.5,14.7,19.04
06270099999,"LEEUWARDEN, NL",236,51.58,79.6,26.5,12.84
03292099999,"BRIDLINGTON MRSC, UK",236,51.58,74.3,30.9,9.69
03212099999,"KESWICK, UK",233,51.57,73.2,25.9,29.69
12330099999,"LAWICA, PL",236,51.56,78.7,15.2,13.15
03257099999,"LEEMING, UK",236,51.55,74.0,27.3,9.95
10436099999,"KASSEL CALDEN, GM",236,51.53,80.0,22.5,0.0
03970099999,"CLAREMORRIS, EI",236,51.51,70.4,28.4,1.42
11927599999,"SLIAC, LO",232,51.51,77.9,22.3,0.0
11165099999,"ZELTWEG, AU",236,51.51,79.0,20.4,0.0
10200099999,"EMDEN, GM",236,51.49,75.1,25.6,5.54
06678099999,"BISCHOFSZELL, CH",236,51.47,75.6,23.6,22.74
11450099999,"PLZEN MIKULKA, EZ",236,51.47,80.1,22.8,10.87
11782099999,"MOSNOV, EZ",236,51.45,75.5,21.7,21.97
03971099999,"MULLINGAR, EI",236,51.44,73.1,26.9,18.83
11153099999,"MONDSEE, AU",234,51.43,76.0,26.0,23.23
03220099999,"CARLISLE, UK",236,51.43,71.9,24.0,17.22
